,pair,pvalue,hurst_exp,half_life,avg_cross_count,SharpeRatio,Annualised Return(%),Max Drawdown(%),Annualised Volatility(%)
369,"('Industry-Industry - 000157.SZ.csv', 'Materials-Materials - 002493.SZ.csv')",4.1917835440557203e-19,-0.007729578541541473,59.81454435436947,127.29363449691992,3.1036162540246974,3.999477690483435,18.984393498402113,14.163868865316001
393,"('Industry-Industry - 000338.SZ.csv', 'Industry-Industry - 600893.SH.csv')",7.712173674673242e-29,0.0043499697715420425,23.792319219121335,131.60574948665297,9.770999234539303,6.3457461522513166,15.878477384358545,16.27792715636397
480,"('Industry-Industry - 000768.SZ.csv', 'Materials-Materials - 600219.SH.csv')",1.3312569301346001e-11,-0.003680811164553645,59.10337886584656,128.32854209445586,1.837384136067633,6.212991327795684,16.773705478834042,17.903103153151978
559,"('Industry-Industry - 600039.SH.csv', 'Industry-Industry - 601117.SH.csv')",0.0,-0.005920351337442471,81.63794672840336,126.60369609856264,3.927987453738272,10.767942203844266,15.893915431842979,15.754997098261695
603,"('Industry-Industry - 600089.SH.csv', 'Materials-Materials - 600010.SH.csv')",4.012674372840421e-12,-0.006185510345022005,23.961880564363685,130.05338809034907,1.7261971185402625,21.660656751747425,15.87575542594247,18.71916648540435
891,"('Materials-Materials - 000708.SZ.csv', 'Materials-Materials - 600547.SH.csv')",5.5062517525247185e-19,-0.00026011425198623747,22.669260400491716,129.3634496919918,2.9728641546549692,14.552521577110552,16.484027522540178,16.526484591352656
966,"('Materials-Materials - 002601.SZ.csv', 'Materials-Materials - 600547.SH.csv')",1.4500447228132283e-18,-0.0006957087486630153,17.997633645526978,127.9835728952772,1.6485935165236552,12.960694634731617,19.243559480229234,14.92576397807214
968,"('Materials-Materials - 002601.SZ.csv', 'Materials-Materials - 601899.SH.csv')",5.239956264240998e-18,-0.004323406078837199,28.403360147728403,126.60369609856264,1.8340709740005268,4.02318669570567,28.11023919170172,15.252708744732235
971,"('Materials-Materials - 002601.SZ.csv', 'Utilities-Utilities - 600803.SH.csv')",8.165702446500283e-12,0.010529691608205934,33.88513997356255,126.25872689938399,1.8340709740005268,4.02318669570567,28.11023919170172,15.252708744732235
978,"('Materials-Materials - 002648.SZ.csv', 'Materials-Materials - 600547.SH.csv')",6.245224485473283e-23,-0.0010157651973903355,19.803188806222334,127.29363449691992,2.434194609649319,17.456401275191094,23.84081666099405,22.340539335912087
980,"('Materials-Materials - 002648.SZ.csv', 'Materials-Materials - 601899.SH.csv')",4.5895830996812957e-20,-0.005866863790207883,45.965884347386236,125.22381930184805,1.5209017859052645,25.769941901907423,16.463320529273798,20.529599153524135
1029,"('Materials-Materials - 600426.SH.csv', 'Materials-Materials - 600547.SH.csv')",1.1972978902504208e-21,-0.00025140971466703976,26.39154691684506,127.29363449691992,6.1086079739898285,5.6976039289515015,9.60717894331484,14.374299927046813
1406,"('Consumer Discretionary-Consumer Discretionary - 600104.SH.csv', 'Finance-Finance - 600000.SH.csv')",3.4173218193579224e-17,0.009777925318284865,12.69728717710223,120.56673511293634,3.9368428603456698,5.79447951619218,7.682993489846798,8.321157495646002
1408,"('Consumer Discretionary-Consumer Discretionary - 600104.SH.csv', 'Finance-Finance - 600016.SH.csv')",5.119032180376224e-21,0.011119967652454698,10.542775404648955,125.39630390143738,2.4460875602241923,6.95792254986865,8.11589508871938,8.267038685957875
1411,"('Consumer Discretionary-Consumer Discretionary - 600104.SH.csv', 'Finance-Finance - 601166.SH.csv')",1.8707089319735163e-20,0.004848620094967741,14.995925578966405,121.42915811088297,2.391861358328031,10.985701634279001,9.843268131183414,10.767984618023712
1414,"('Consumer Discretionary-Consumer Discretionary - 600104.SH.csv', 'Finance-Finance - 601318.SH.csv')",4.21616625214182e-22,0.007018469806702142,11.003895616161474,127.1211498973306,2.6721277182258145,7.0706858494049545,9.989707518118502,9.32818077594317
1416,"('Consumer Discretionary-Consumer Discretionary - 600104.SH.csv', 'Finance-Finance - 601398.SH.csv')",2.493020478199521e-16,-0.003754014485518022,51.84893981588503,127.8110882956879,5.241120622007591,4.772166075536543,13.411132638807816,9.21494425315307
1418,"('Consumer Discretionary-Consumer Discretionary - 600104.SH.csv', 'Finance-Finance - 601628.SH.csv')",4.922629074950917e-21,0.007324568337317746,11.266513398391837,128.50102669404518,2.1024583785098576,11.737929304813923,13.80208236412811,12.39318268730543
1419,"('Consumer Discretionary-Consumer Discretionary - 600104.SH.csv', 'Finance-Finance - 601818.SH.csv')",5.949741528783948e-12,0.00862798297913882,14.944830954099894,125.39630390143738,2.304534541646335,3.079780451410749,9.398285819828422,8.505601083330008
1420,"('Consumer Discretionary-Consumer Discretionary - 600104.SH.csv', 'Finance-Finance - 601939.SH.csv')",2.0678861198902675e-21,0.008903773307832496,11.567795516246852,126.08624229979466,3.6657277195331517,6.234061961418766,12.176181677603019,9.534562153181701
1421,"('Consumer Discretionary-Consumer Discretionary - 600104.SH.csv', 'Finance-Finance - 601988.SH.csv')",6.789806816798495e-09,-0.006744899116102058,48.49976722065293,125.5687885010267,2.901424104912097,6.239049217486353,14.588960263693087,9.024341074474393
1422,"('Consumer Discretionary-Consumer Discretionary - 600104.SH.csv', 'Finance-Finance - 601998.SH.csv')",6.990615325371339e-18,0.009965653690877615,11.800608734989385,128.84599589322383,4.196030111334479,7.114067960534533,14.466109276821756,10.946625326671423
1425,"('Consumer Discretionary-Consumer Discretionary - 600104.SH.csv', 'Industry-Industry - 600029.SH.csv')",3.476135943882508e-22,0.008168860627769416,10.498792609613844,127.46611909650925,1.878606808537614,10.957188718247215,9.55243924217465,13.55119473156445
1427,"('Consumer Discretionary-Consumer Discretionary - 600104.SH.csv', 'Industry-Industry - 601006.SH.csv')",1.9834138683171927e-18,-0.004878125646719677,33.068276549865026,128.6735112936345,3.073943418212069,7.813046300503062,14.151711334904492,10.459929549169956
1428,"('Consumer Discretionary-Consumer Discretionary - 600104.SH.csv', 'Industry-Industry - 601111.SH.csv')",1.902457073214134e-07,0.016676606956816793,10.553221586009776,129.19096509240248,1.5003888554498277,16.485151927317744,11.59812901101829,15.549101595934806
1429,"('Consumer Discretionary-Consumer Discretionary - 600104.SH.csv', 'Industry-Industry - 601186.SH.csv')",1.9754424406502383e-12,0.006609159532756253,11.79875260527664,127.46611909650925,6.338456746327172,9.601167807486695,11.843497475959357,11.951674302438867
1434,"('Consumer Discretionary-Consumer Discretionary - 600104.SH.csv', 'Industry-Industry - 601800.SH.csv')",1.697814311764967e-25,0.006325606113240058,11.174402978262183,127.8110882956879,8.140668160446733,13.82213732675656,18.62561922861142,17.539267105060542
1437,"('Consumer Discretionary-Consumer Discretionary - 600104.SH.csv', 'Real Estate-Real Estate - 600048.SH.csv')",1.1892861568745382e-16,-0.004696286645401336,50.029156502381994,129.5359342915811,3.0634253194611247,13.841714988509125,21.094504288321588,18.137620771480282
1442,"('Consumer Discretionary-Consumer Discretionary - 600104.SH.csv', 'Utilities-Utilities - 600886.SH.csv')",0.012568012778242392,0.1443087075592131,50.29347804417628,111.42505133470226,2.944743817226457,9.214447075526504,11.514388350405898,11.501426702026302
1487,"('Consumer Discretionary-Consumer Discretionary - 600741.SH.csv', 'Utilities-Utilities - 600886.SH.csv')",0.010040276218290404,0.14336070183040095,25.465916939944382,115.564681724846,5.64656150083779,5.750381074480085,16.64578200176711,15.854753048745094
1643,"('Energy-Energy - 601088.SH.csv', 'Industry-Industry - 601111.SH.csv')",0.00017979725526989275,0.015095923106431885,25.993038613496537,120.22176591375771,6.232718089002923,5.484108330745756,18.572162470782974,21.28621138047952
1652,"('Energy-Energy - 601088.SH.csv', 'Real Estate-Real Estate - 600048.SH.csv')",0.0004253212192469518,0.011516329476434193,79.11671975346734,126.43121149897331,2.080863068682421,11.289989074082657,14.70631110905873,19.518797480928978
1761,"('Finance-Finance - 002142.SZ.csv', 'Industry-Industry - 601186.SH.csv')",8.20114421060141e-14,-0.01194528983093235,33.05768319378718,125.22381930184805,2.160631438509889,5.668121366533838,14.083535321916868,13.354778359030739
1766,"('Finance-Finance - 002142.SZ.csv', 'Industry-Industry - 601800.SH.csv')",0.0,-0.00624007557863392,36.69357586002034,127.46611909650925,2.9586120845249435,14.005571789325616,15.431605529143923,17.34914180339565
1768,"('Finance-Finance - 002142.SZ.csv', 'Real Estate-Real Estate - 000069.SZ.csv')",1.5506232581208154e-07,-0.0045479756116099355,25.315907703761834,126.94866529774127,6.700954832012723,6.851263960402219,15.347326179481236,15.13540521859153
1836,"('Finance-Finance - 600015.SH.csv', 'Industry-Industry - 601668.SH.csv')",3.0414789029561527e-13,-0.005635361964212296,28.952735487778984,130.57084188911705,1.722007812646036,8.072977431193998,11.184740971083976,10.153397095514677
1965,"('Finance-Finance - 601166.SH.csv', 'Industry-Industry - 600115.SH.csv')",3.6943932612119164e-11,-0.015193464104166316,12.378432415454988,127.8110882956879,9.222118330819313,4.998334781326622,12.77389548102728,14.322010927281525
1970,"('Finance-Finance - 601166.SH.csv', 'Industry-Industry - 601668.SH.csv')",1.464621221684044e-11,-0.01754151253339988,14.047834105312914,131.60574948665297,4.44416381172702,1.9754140446111397,9.636880112599936,10.549358959630773
1995,"('Finance-Finance - 601169.SH.csv', 'Industry-Industry - 600029.SH.csv')",1.9315593655246018e-19,-0.003640667297268525,50.89103210596219,122.11909650924025,3.235305672034006,3.2881583850748486,12.356089045400841,13.375896128215423
2186,"('Finance-Finance - 601818.SH.csv', 'Industry-Industry - 601006.SH.csv')",4.759984943077826e-24,-0.005693924029885493,26.728212406081184,134.8829568788501,2.2591737840734556,3.5555630439906607,7.344276996242769,6.7782656493655
2250,"('Finance-Finance - 601998.SH.csv', 'Industry-Industry - 600029.SH.csv')",1.0035119465866386e-11,-0.003313575516502541,25.31408792424155,126.25872689938399,3.239726805194328,5.898863738697731,14.232215130048498,14.56762963551638
2251,"('Finance-Finance - 601998.SH.csv', 'Industry-Industry - 600115.SH.csv')",5.555720467955312e-12,-0.002854745734721334,20.93597247672972,126.94866529774127,7.288714771355652,6.2382839873706395,16.847124512591378,14.352659204713088
2253,"('Finance-Finance - 601998.SH.csv', 'Industry-Industry - 601111.SH.csv')",9.513940084069977e-08,0.0015148679162357561,25.180589712433978,129.01848049281315,1.6537826190616896,7.304541560713343,12.39111398426276,16.52930336920948
2293,"('Industry-Industry - 600018.SH.csv', 'Industry-Industry - 601186.SH.csv')",5.009116475000217e-11,-0.0039181424919062895,107.09294218661167,125.91375770020534,1.8796459201415245,7.111520845024207,7.973885117535923,12.768494751726708
2296,"('Industry-Industry - 600018.SH.csv', 'Industry-Industry - 601669.SH.csv')",3.380106637838472e-17,-0.006554745649927443,25.72888166609957,128.15605749486653,5.18786743131836,4.5074483327763915,11.790848107742741,17.45350107447583
2311,"('Industry-Industry - 600029.SH.csv', 'Industry-Industry - 601186.SH.csv')",7.3882523040514015e-09,-0.008810199295164568,25.341009754167338,130.57084188911705,1.7344988260324008,9.445186894739258,13.094300279719672,15.439992998600424
2312,"('Industry-Industry - 600029.SH.csv', 'Industry-Industry - 601390.SH.csv')",3.4686621964618293e-10,-0.011494125468418156,75.59289328562014,127.63860369609857,1.7975458168101568,13.761957184035516,17.02035591608955,16.266915503322917
2313,"('Industry-Industry - 600029.SH.csv', 'Industry-Industry - 601668.SH.csv')",7.475895971920781e-24,-0.004544121536604248,96.54251014165754,126.25872689938399,2.3081742011715014,8.32358062297599,15.584818332670343,16.099683860255944
2316,"('Industry-Industry - 600029.SH.csv', 'Industry-Industry - 601800.SH.csv')",1.0662789881236301e-09,-0.008642207979943554,35.853730239751435,126.60369609856264,1.7977064655337534,24.42826605554066,16.491273747380184,19.404583745769926
2364,"('Industry-Industry - 601111.SH.csv', 'Industry-Industry - 601800.SH.csv')",4.03369074586329e-09,0.018233636922821306,160.75148275900196,123.15400410677618,2.0940311863975523,17.845712465289584,15.573338258519977,20.100989819507078
2368,"('Industry-Industry - 601111.SH.csv', 'Real Estate-Real Estate - 600383.SH.csv')",2.463204100652779e-10,0.015378558071938912,46.79605269720369,122.4640657084189,1.7828696517648581,24.256254998463785,21.599374458659977,23.271336389303247
2388,"('Industry-Industry - 601390.SH.csv', 'Industry-Industry - 601668.SH.csv')",9.856993332666063e-13,-0.01650592060338525,167.2332454622461,124.53388090349077,5.717577296626042,3.1717112699685837,5.475214811014495,7.684847066349231
2753,"('Consumer Discretionary-Consumer Discretionary - 600690.SH.csv', 'Healthcare-Healthcare - 600085.SH.csv')",2.3097046857239124e-17,-0.0019760511565376075,66.56702983712238,134.53798767967146,2.2126302283131154,17.675106872897167,19.869354937201148,17.908748783478774
2800,"('Consumer Staples-Consumer Staples - 000568.SZ.csv', 'Consumer Staples-Consumer Staples - 600519.SH.csv')",0.0,-0.004753645297185947,67.3642987905478,128.84599589322383,2.713893999313208,2.0997560676184577,7.968086562704361,9.944086282519086
2850,"('Consumer Staples-Consumer Staples - 000858.SZ.csv', 'Consumer Staples-Consumer Staples - 000895.SZ.csv')",5.552974039767358e-29,0.00030916078404470264,33.2635823907816,122.98151950718686,6.871345697488338,12.962936642679143,10.453921877082704,13.820791110041078
2860,"('Consumer Staples-Consumer Staples - 000858.SZ.csv', 'Consumer Staples-Consumer Staples - 603369.SH.csv')",0.0,0.0022547510409724526,48.81332074205723,126.60369609856264,9.104914299187413,5.288052521438439,7.955093052785574,7.180441770383735
2861,"('Consumer Staples-Consumer Staples - 000858.SZ.csv', 'Healthcare-Healthcare - 000538.SZ.csv')",0.0,0.0016713546899993913,49.46425003317502,124.0164271047228,5.202834578703905,11.83906863047614,21.098394897059467,16.12954274602177
2906,"('Consumer Staples-Consumer Staples - 000895.SZ.csv', 'Consumer Staples-Consumer Staples - 600519.SH.csv')",1.052955797765141e-09,-0.0011471627824256373,29.35503288063345,126.77618069815196,1.6363167076977037,11.847675386277215,10.720390753925484,13.693860583464154
2933,"('Consumer Staples-Consumer Staples - 002304.SZ.csv', 'Consumer Staples-Consumer Staples - 600887.SH.csv')",1.105216603771806e-19,-0.006831963074611802,40.9492959530821,133.84804928131416,7.028466048693415,5.383060730012165,13.215885837915486,11.19505349641033
2934,"('Consumer Staples-Consumer Staples - 002304.SZ.csv', 'Consumer Staples-Consumer Staples - 603288.SH.csv')",3.2961552126333185e-29,-0.04485505710467131,26.40453667105067,133.67556468172484,1.5899883753025417,4.905034654921684,8.306368400772099,13.738834036818865
3038,"('Consumer Staples-Consumer Staples - 600600.SH.csv', 'Consumer Staples-Consumer Staples - 600887.SH.csv')",0.0,-0.003947282097758676,17.85163843440317,129.70841889117042,2.3939752562890773,4.564046203918705,13.467541000825872,13.233386057590238
3043,"('Consumer Staples-Consumer Staples - 600600.SH.csv', 'Healthcare-Healthcare - 000963.SZ.csv')",4.807582942632985e-13,-0.0015751604686752426,48.79242610112181,130.2258726899384,2.327412648184746,19.211311781429988,13.009807811170363,16.033666190335367
3076,"('Consumer Staples-Consumer Staples - 600887.SH.csv', 'Healthcare-Healthcare - 000538.SZ.csv')",1.386762281452513e-17,-0.004137964984216122,14.15694016545592,125.22381930184805,4.446062981272594,7.761097830541323,15.003386907696296,13.046391103957403
3093,"('Consumer Staples-Consumer Staples - 603288.SH.csv', 'Healthcare-Healthcare - 000661.SZ.csv')",2.0090656223727607e-29,-0.04107873667739718,11.133556725225692,137.1252566735113,2.0639698882656887,13.438509561480751,30.553233488674607,19.047418125706397
3106,"('Consumer Staples-Consumer Staples - 603288.SH.csv', 'Materials-Materials - 600309.SH.csv')",3.141296002510613e-29,-0.04145400742168636,12.73406804651153,140.40246406570841,3.452847418658697,5.545120207080377,10.333273952060573,12.464082211246428
3152,"('Healthcare-Healthcare - 000963.SZ.csv', 'Healthcare-Healthcare - 600085.SH.csv')",2.020740195516811e-15,0.00013621971828978917,36.62620131939424,130.74332648870637,5.13090167435769,18.27153427448291,11.351374107694648,21.27318222445706
3212,"('Healthcare-Healthcare - 600436.SH.csv', 'Healthcare-Healthcare - 601607.SH.csv')",1.994704396303249e-07,0.0033170896596363144,67.72874411953404,129.01848049281315,2.418597576838535,5.194020220562149,26.84622191177385,18.23933321331303
3213,"('Healthcare-Healthcare - 600436.SH.csv', 'Industry-Industry - 600009.SH.csv')",8.18809475106747e-07,0.005063353674207525,33.57232132295294,130.05338809034907,2.418597576838535,5.194020220562149,26.84622191177385,18.23933321331303
3262,"('Finance-Finance - 600030.SH.csv', 'Finance-Finance - 601336.SH.csv')",2.4717282474494724e-10,-0.0036206866223105743,21.78995252243794,124.18891170431212,9.575521861331316,5.208965126890505,8.80394646309643,8.438685033641844
3316,"('Industry-Industry - 300014.SZ.csv', 'Materials-Materials - 002466.SZ.csv')",0.0,0.006594561789527028,59.06999076404709,119.53182751540041,2.597981141476577,7.084105498240224,24.36775169606072,20.618151498825988
